video_name,label_str,activity,group,max_tilt,delta_tilt,min_h_w_ratio,delta_h_w_ratio,weighted_tilt,weighted_velocity,weighted_ground_proximity,depth_drop,depth_variance,depth_range,stage3_fall_prob,LABEL
video000055,no_fall,chair,nf_raw_c_3,86.085679,0.658329,0.445693,0.007293,85.141944,0.00113,0.513716,-0.06696,0.001944,0.112374,0.999959,0
video000055,no_fall,stand,nf_raw_s_1,21.883169,6.525332,1.605952,0.001603,15.201856,-0.001729,0.792076,0.024689,0.005296,0.230219,0.999961,0
video000055,no_fall,stand,nf_raw_s_2,2.173971,-0.224784,1.447096,0.121288,1.054592,0.001142,0.729947,-0.033024,0.006159,0.230257,0.999941,0
video000055,no_fall,stand,nf_raw_s_3,27.57371,1.623963,1.469474,-0.103509,26.357611,-0.000351,0.76817,-0.020934,0.000162,0.035186,0.999959,0
video000056,no_fall,bed,nf_raw_b_1,155.412445,5.953769,0.817945,-0.338641,146.66787,0.073344,0.689106,-0.203562,0.023937,0.378258,0.999938,0
video000056,no_fall,bed,nf_raw_b_2,176.128127,1.291804,2.498148,-0.03506,167.533803,0.0,0.995258,-0.003543,0.000132,0.032962,0.999908,0
video000056,no_fall,bed,nf_raw_b_3,48.769452,-1.293052,1.385396,0.002885,47.643598,0.001211,0.555148,0.018081,0.000394,0.06725,0.999971,0
video000056,no_fall,chair,nf_raw_c_1,2.169566,-1.439083,2.592288,0.004419,1.455626,0.000763,0.547911,-0.001221,2e-06,0.003803,0.999962,0
video000056,no_fall,chair,nf_raw_c_2,7.330333,5.353584,4.166392,-0.02629,3.093937,0.004089,0.794703,0.14176,0.002988,0.162895,0.999963,0
video000056,no_fall,chair,nf_raw_c_3,69.674466,-1.325279,0.52582,0.003692,68.477261,-0.000855,0.528814,-0.087997,0.001537,0.118446,0.999954,0
video000056,no_fall,stand,nf_raw_s_1,18.556087,-1.213785,1.284898,0.711261,9.878314,-0.013508,0.747693,0.173276,0.009119,0.247856,0.999961,0
video000056,no_fall,stand,nf_raw_s_2,3.462555,2.773235,1.426199,0.218151,2.268977,-0.005826,0.879846,0.267807,0.013661,0.32451,0.999946,0
video000056,no_fall,stand,nf_raw_s_3,15.745414,0.73963,1.742395,-0.012143,15.403489,-0.001061,0.834779,0.015335,0.000327,0.044745,0.999955,0
video000057,no_fall,bed,nf_raw_b_1,43.517406,9.758606,1.172217,-0.030022,28.197228,-9.1e-05,0.98319,-0.023219,0.000194,0.046036,0.999925,0
video000057,no_fall,bed,nf_raw_b_2,1.764858,-0.748215,5.31063,0.078034,1.431505,-6.6e-05,0.983982,0.021257,0.000533,0.065113,0.999409,0
video000057,no_fall,bed,nf_raw_b_3,48.769452,-1.293052,1.385396,0.002885,47.643598,0.001211,0.555148,0.018081,0.000394,0.06725,0.999971,0
video000057,no_fall,chair,nf_raw_c_1,2.337834,-0.461211,2.411442,-0.018976,2.036714,0.000903,0.500624,-0.006919,0.000139,0.047756,0.999964,0
video000057,no_fall,chair,nf_raw_c_2,4.337402,-0.600152,3.226264,-1.512045,3.117806,0.008438,0.772322,0.12401,0.005689,0.217853,0.999963,0
video000057,no_fall,chair,nf_raw_c_3,56.360667,1.206655,0.663015,0.269815,50.455831,-0.000551,0.587487,-0.012395,0.00033,0.068922,0.999954,0
video000057,no_fall,stand,nf_raw_s_1,16.122412,0.699488,2.131025,-0.033062,7.568052,-0.004946,0.565597,0.023286,0.000513,0.072974,0.999972,0
video000057,no_fall,stand,nf_raw_s_2,2.657568,1.935752,1.969731,0.51232,1.565906,-0.002415,0.696944,0.098512,0.00168,0.120002,0.999878,0
video000057,no_fall,stand,nf_raw_s_3,10.500534,2.271121,1.874267,0.015039,9.098101,6.8e-05,0.780309,0.009206,0.000267,0.042835,0.999962,0
video000058,no_fall,bed,nf_raw_b_1,149.816074,2.24615,0.66905,-0.010485,94.001583,0.021014,0.607516,-0.286717,0.048577,0.505074,0.999951,0
video000058,no_fall,bed,nf_raw_b_2,5.828012,-0.554017,3.522259,0.048696,5.453564,0.001254,0.992151,-0.033384,0.00155,0.103485,0.999689,0
video000058,no_fall,bed,nf_raw_b_3,43.947282,-3.273393,1.373017,0.051887,41.392752,-0.001016,0.556013,-0.021315,0.000797,0.095083,0.999971,0
video000058,no_fall,chair,nf_raw_c_1,2.337834,-0.461211,2.411442,-0.018976,2.036714,0.000903,0.500624,-0.006919,0.000139,0.047756,0.999964,0
video000058,no_fall,chair,nf_raw_c_2,2.197641,-1.306748,3.927755,-0.717562,1.716485,0.010532,0.720344,0.027585,0.001038,0.093327,0.999964,0
video000058,no_fall,chair,nf_raw_c_3,57.78034,0.332043,0.971002,0.00703,53.750989,-0.001685,0.596356,0.001921,0.000419,0.056341,0.999952,0
video000058,no_fall,stand,nf_raw_s_1,13.768987,-1.090289,1.7175,0.004015,11.860843,0.002072,0.58926,-0.01013,6.9e-05,0.019088,0.999971,0
video000058,no_fall,stand,nf_raw_s_2,1.471803,-0.303492,3.343084,0.438816,1.231877,-0.002446,0.853319,0.027763,0.000469,0.055341,0.999953,0
video000058,no_fall,stand,nf_raw_s_3,22.783088,3.068799,1.513996,0.086922,18.578087,0.012912,0.766687,-0.023074,0.001144,0.08561,0.999962,0
video000059,no_fall,bed,nf_raw_b_1,162.89901,-17.306652,0.965999,0.039089,146.03148,-0.000215,0.983501,-0.019011,0.000214,0.030592,0.999865,0
video000059,no_fall,bed,nf_raw_b_2,1.147537,1.018763,6.546495,0.321773,0.849252,-4.1e-05,0.956721,-0.004141,0.001704,0.16466,0.998952,0
video000059,no_fall,bed,nf_raw_b_3,42.662549,-1.789233,1.364053,0.070128,41.373336,-0.000905,0.556688,-0.037376,0.001812,0.159326,0.999971,0
video000059,no_fall,chair,nf_raw_c_1,2.337834,-0.461211,2.411442,-0.018976,2.036714,0.000903,0.500624,-0.006919,0.000139,0.047756,0.999964,0
video000059,no_fall,chair,nf_raw_c_2,12.544311,11.657295,3.233134,-0.963233,3.938671,0.004314,0.750245,0.189055,0.021946,0.438563,0.999962,0
video000059,no_fall,chair,nf_raw_c_3,3.391653,-0.099955,3.485546,0.007485,3.307505,0.000455,0.724075,0.000496,0.000786,0.107548,0.999946,0
video000059,no_fall,stand,nf_raw_s_1,13.240814,-1.538609,1.806349,-0.007082,11.928995,-0.000826,0.572955,-0.033639,0.000323,0.05312,0.999972,0
video000059,no_fall,stand,nf_raw_s_2,1.678627,-1.557251,2.962351,0.749629,0.986913,-0.002372,0.892175,0.041715,0.005877,0.207215,0.99995,0
video000059,no_fall,stand,nf_raw_s_3,20.719717,-0.237278,1.989561,0.033033,20.467759,-0.00026,0.733703,-0.003082,0.000132,0.041785,0.99995,0
video000060,no_fall,bed,nf_raw_b_1,125.59358,54.831876,1.196865,0.02528,87.706918,-0.000138,0.975873,0.004729,0.000222,0.05822,0.999898,0
video000060,no_fall,bed,nf_raw_b_2,12.414172,-0.994303,1.513906,0.987217,4.259055,-0.005578,0.987681,-0.005838,9e-05,0.030623,0.999941,0
video000060,no_fall,bed,nf_raw_b_3,47.309099,1.220803,1.35571,-0.013971,46.685518,-0.001082,0.622423,0.056731,0.001685,0.104739,0.99997,0
video000060,no_fall,chair,nf_raw_c_1,5.841221,0.320339,3.674354,0.002471,5.542548,7.2e-05,0.518039,0.022158,0.001501,0.129221,0.999971,0
video000060,no_fall,chair,nf_raw_c_2,9.22459,5.54683,3.796496,-1.30278,5.976939,0.006788,0.736269,0.045623,0.00361,0.184,0.999965,0
video000060,no_fall,chair,nf_raw_c_3,2.532543,0.65161,3.719036,-0.01499,2.205049,-2.8e-05,0.744325,0.008023,0.00074,0.091977,0.999935,0
video000060,no_fall,stand,nf_raw_s_1,20.746519,-1.577516,1.584377,0.022715,18.655343,0.000454,0.575657,-0.042607,0.003244,0.180488,0.99997,0
video000060,no_fall,stand,nf_raw_s_2,1.627888,-0.694602,3.491273,0.649288,1.179293,-0.000391,0.870709,0.03039,0.003213,0.183609,0.99995,0
video000060,no_fall,stand,nf_raw_s_3,19.585219,4.823928,2.282444,-0.031417,16.406998,-0.014882,0.657943,0.01756,0.00047,0.062443,0.999947,0
video000061,no_fall,bed,nf_raw_b_1,112.36125,0.300811,0.76838,-0.013573,108.307396,-0.000222,0.603442,-0.063453,0.000648,0.065647,0.999962,0
video000061,no_fall,bed,nf_raw_b_2,10.322214,-5.003691,1.667281,-0.339148,7.70817,0.014714,0.994191,0.112783,0.002709,0.136203,0.999941,0
video000061,no_fall,bed,nf_raw_b_3,47.309099,1.220803,1.35571,-0.013971,46.685518,-0.001082,0.622423,0.056731,0.001685,0.104739,0.99997,0
video000061,no_fall,chair,nf_raw_c_1,2.505416,0.670325,3.779138,-0.015692,2.260422,0.000188,0.531985,0.023631,0.001167,0.093832,0.99997,0
video000061,no_fall,chair,nf_raw_c_2,10.75566,10.140998,3.938532,0.047455,4.028949,0.005783,0.808698,0.194281,0.007323,0.264798,0.999961,0
video000061,no_fall,chair,nf_raw_c_3,0.40433,-0.360629,3.977888,-0.00835,0.258178,0.000217,0.744994,0.00635,0.000344,0.052775,0.999947,0
video000061,no_fall,stand,nf_raw_s_1,20.465792,0.307719,1.732601,0.009354,16.705875,-0.000345,0.582739,-0.016819,0.000247,0.052064,0.99997,0
video000061,no_fall,stand,nf_raw_s_2,1.18656,-0.14792,2.813419,0.946946,0.730767,-0.00256,0.944624,-0.195028,0.014542,0.296663,0.999949,0
video000061,no_fall,stand,nf_raw_s_3,21.09114,1.31686,2.178417,0.051274,19.823718,-0.001838,0.57887,-0.062457,0.00053,0.081766,0.999951,0
video000062,no_fall,bed,nf_raw_b_1,175.67938,1.515321,2.685443,-0.067872,149.565135,-2e-05,0.9775,0.050804,0.000663,0.076268,0.999906,0
video000062,no_fall,bed,nf_raw_b_2,3.862955,0.808303,0.986884,0.068771,2.928399,-0.045959,0.905717,-0.382304,0.035984,0.599018,0.999948,0
video000062,no_fall,bed,nf_raw_b_3,40.576697,2.574399,1.206395,0.158124,39.143244,0.001677,0.572713,0.015863,0.00153,0.105746,0.999969,0
video000062,no_fall,chair,nf_raw_c_1,2.505416,0.670325,3.779138,-0.015692,2.260422,0.000188,0.531985,0.023631,0.001167,0.093832,0.99997,0
video000062,no_fall,chair,nf_raw_c_2,11.456927,9.67038,4.02002,-0.280012,4.002251,0.003187,0.779711,0.085382,0.00201,0.13228,0.999963,0
video000062,no_fall,chair,nf_raw_c_3,6.73255,-0.246567,3.098879,-0.007523,6.241956,9.6e-05,0.654405,-0.001476,0.000927,0.120716,0.999952,0
video000062,no_fall,stand,nf_raw_s_1,1.980064,0.63914,1.987285,-0.011825,0.990448,-8.5e-05,0.530936,-0.028082,0.000175,0.050216,0.999973,0
video000062,no_fall,stand,nf_raw_s_2,0.630645,0.090684,2.933532,1.114751,0.439325,-0.004722,0.869216,0.146604,0.006969,0.234734,0.999952,0
video000062,no_fall,stand,nf_raw_s_3,6.958723,0.351419,1.848948,0.020202,6.744321,7.9e-05,0.74966,-0.002928,1.6e-05,0.010231,0.999964,0
video000063,no_fall,bed,nf_raw_b_1,107.937287,-0.609723,0.621451,0.002976,107.056448,4.5e-05,0.619207,-0.003771,0.000442,0.064072,0.99996,0
video000063,no_fall,bed,nf_raw_b_2,4.757825,2.072756,4.490958,0.197756,3.317999,-0.001902,1.0,-0.18273,0.019252,0.404342,0.999923,0
video000063,no_fall,bed,nf_raw_b_3,40.576697,2.574399,1.206395,0.158124,39.143244,0.001677,0.572713,0.015863,0.00153,0.105746,0.999969,0
video000063,no_fall,chair,nf_raw_c_1,3.321604,0.346549,3.928466,0.01696,3.022549,-6.1e-05,0.470296,-0.001377,0.00062,0.089181,0.999969,0
video000063,no_fall,chair,nf_raw_c_2,4.693042,-3.39824,3.318372,-0.422585,2.374028,0.005648,0.942716,-0.061929,0.00125,0.099679,0.999952,0
video000063,no_fall,chair,nf_raw_c_3,4.804527,-0.642129,1.083895,-0.003731,3.828007,-3.2e-05,0.586819,0.014032,0.000402,0.048806,0.999969,0
video000063,no_fall,stand,nf_raw_s_1,2.330256,-0.150958,5.611751,0.119776,2.205354,0.000307,0.753348,0.021008,0.000528,0.059616,0.999958,0
video000063,no_fall,stand,nf_raw_s_2,2.106111,-0.082468,3.747207,1.678487,0.892773,-0.002982,0.830775,0.038656,0.027425,0.510829,0.999955,0
video000063,no_fall,stand,nf_raw_s_3,25.827034,-0.462951,2.512722,0.018885,24.760696,0.004557,0.672827,-0.011788,3.9e-05,0.018674,0.999957,0
video000064,no_fall,bed,nf_raw_b_1,1.435801,-1.30427,5.882338,-0.010504,0.597412,-0.00298,0.985167,-0.001739,0.00142,0.117979,0.999169,0
video000064,no_fall,bed,nf_raw_b_2,50.785926,50.33451,1.564957,-0.705161,15.95018,0.006713,0.976184,0.064212,0.006766,0.342122,0.999934,0
video000064,no_fall,bed,nf_raw_b_3,7.319619,-2.574883,2.059322,-0.420913,3.752987,0.013404,0.865255,-0.16349,0.011426,0.311704,0.999959,0
video000064,no_fall,chair,nf_raw_c_1,3.321604,0.346549,3.928466,0.01696,3.022549,-6.1e-05,0.470296,-0.001377,0.00062,0.089181,0.999969,0
video000064,no_fall,chair,nf_raw_c_2,17.140105,12.824785,3.075834,-1.092708,10.103917,0.006403,0.677262,-0.02441,0.000786,0.076805,0.999966,0
video000064,no_fall,chair,nf_raw_c_3,1.120434,-0.582916,1.16749,-0.00083,0.690005,5.4e-05,0.589833,0.004321,0.000179,0.044093,0.999969,0
video000064,no_fall,stand,nf_raw_s_1,5.713386,-4.469298,4.688796,0.262684,3.198398,0.00223,0.799751,-0.070678,0.001037,0.100023,0.99996,0
video000064,no_fall,stand,nf_raw_s_2,0.472991,-0.000709,3.573548,0.583978,0.419236,-0.006028,0.902736,-0.067783,0.023259,0.42019,0.999951,0
video000064,no_fall,stand,nf_raw_s_3,23.665188,0.446099,1.747827,-0.042055,23.094926,0.000846,0.674357,-0.040063,0.000509,0.070948,0.999963,0
video000065,no_fall,bed,nf_raw_b_1,99.660207,-2.715241,0.478965,-0.009272,98.48459,-0.000289,0.66861,0.016287,0.000224,0.051381,0.999963,0
video000065,no_fall,bed,nf_raw_b_2,79.148748,2.991502,0.815516,-1.056566,75.742893,0.021565,0.951594,0.203893,0.01566,0.282238,0.999943,0
video000065,no_fall,bed,nf_raw_b_3,11.354134,-1.234854,2.295137,0.515795,5.074879,0.003838,0.893013,-0.105277,0.004019,0.227271,0.999958,0
video000065,no_fall,chair,nf_raw_c_1,8.333518,-0.477996,0.0,-1.450589,2.998475,-0.005626,0.840059,-0.091388,0.002366,0.128217,0.999959,0
video000065,no_fall,chair,nf_raw_c_2,10.314262,9.7058,3.8635,0.128855,5.463847,0.003046,0.731696,0.141796,0.006466,0.235383,0.999967,0
video000065,no_fall,chair,nf_raw_c_3,11.340642,-11.236586,0.748196,-0.408245,4.570037,0.003328,0.559736,-0.042842,0.00093,0.073731,0.999968,0
video000065,no_fall,stand,nf_raw_s_1,1.920456,0.846114,4.733642,-0.062626,0.997492,0.001289,0.789071,0.040301,0.001239,0.111755,0.99996,0
video000065,no_fall,stand,nf_raw_s_2,2.271625,-0.333515,3.866166,-0.142882,2.116726,-0.003942,0.843383,-0.0091,8.4e-05,0.020595,0.999954,0
video000065,no_fall,stand,nf_raw_s_3,3.545322,0.376824,3.507531,0.048618,3.086301,0.000323,0.648116,-0.006275,0.000482,0.075386,0.999961,0
video000066,no_fall,bed,nf_raw_b_1,109.299297,0.237029,0.677407,0.002289,108.872935,-0.00022,0.663692,0.005928,6.9e-05,0.025565,0.999961,0
video000066,no_fall,bed,nf_raw_b_2,4.354647,-0.111635,1.262339,0.235563,3.831203,-0.022824,1.0,-0.246607,0.015545,0.393584,0.999944,0
video000066,no_fall,bed,nf_raw_b_3,6.275527,-0.007222,2.660147,-1.026556,3.629868,0.02332,0.836843,0.110593,0.003731,0.170848,0.999961,0
video000066,no_fall,chair,nf_raw_c_1,46.47283,-0.402458,2.535066,0.375491,10.495649,-0.003866,0.780444,-0.130428,0.004714,0.183387,0.999961,0
video000066,no_fall,chair,nf_raw_c_2,4.580629,1.450629,3.513803,-1.491979,2.498893,0.005732,0.755228,0.018408,0.001793,0.140556,0.999965,0
video000066,no_fall,chair,nf_raw_c_3,2.171866,-0.142225,4.391572,-0.036676,1.931867,0.00049,0.759145,0.013847,0.000707,0.098661,0.999937,0
video000066,no_fall,stand,nf_raw_s_1,7.599667,3.059233,3.753561,1.475787,4.293536,0.00259,0.844734,0.077925,0.004036,0.218928,0.999957,0
video000066,no_fall,stand,nf_raw_s_2,1.01721,0.99327,3.29894,1.251311,0.404866,-0.002257,0.852873,0.12817,0.005705,0.211393,0.999953,0
video000066,no_fall,stand,nf_raw_s_3,5.65666,-1.830282,3.592739,-0.023644,5.057018,0.000634,0.741212,0.025273,0.000461,0.055445,0.999963,0
video000067,no_fall,bed,nf_raw_b_1,105.503139,2.315448,0.740185,0.010436,104.072909,-0.000679,0.684034,0.021975,0.000129,0.032304,0.999961,0
video000067,no_fall,bed,nf_raw_b_2,6.670617,1.33387,1.513254,1.626197,2.568711,-0.014067,0.997876,-0.108518,0.043399,0.911498,0.999953,0
video000067,no_fall,bed,nf_raw_b_3,7.340217,-5.975284,2.429263,0.75114,3.123453,0.015015,0.821603,-0.123178,0.004189,0.173034,0.999961,0
video000067,no_fall,chair,nf_raw_c_1,7.385876,-2.989545,2.789782,0.066212,4.25816,0.006927,0.909987,-0.180248,0.016716,0.41818,0.999958,0
video000067,no_fall,chair,nf_raw_c_2,9.276287,9.109505,4.137814,-1.753848,2.889619,-0.001505,0.798197,-0.089295,0.003681,0.183896,0.999962,0
video000067,no_fall,chair,nf_raw_c_3,0.789262,0.261829,4.956054,-0.000753,0.510124,-0.001186,0.736544,0.006331,0.000224,0.04585,0.99993,0
video000067,no_fall,stand,nf_raw_s_1,2.200247,1.66105,4.689597,-0.114034,1.135732,0.003922,0.794985,-0.083436,0.001713,0.126419,0.99996,0
video000067,no_fall,stand,nf_raw_s_2,2.173474,-0.043661,3.900907,0.927605,1.031197,-0.001841,0.80947,-0.038544,0.00226,0.149114,0.999956,0
video000067,no_fall,stand,nf_raw_s_3,18.827137,17.859738,2.007671,-1.800963,3.642719,-0.080203,0.733144,0.377441,0.02604,0.471799,0.999962,0
video000068,no_fall,bed,nf_raw_b_1,1.545658,0.213808,4.547733,0.077666,1.329299,-0.000214,1.0,0.004473,8e-06,0.007495,0.999919,0
video000068,no_fall,bed,nf_raw_b_2,2.422689,-0.08451,1.223211,0.112536,2.191381,-0.008567,0.999902,-0.04754,0.006884,0.231723,0.999949,0
video000068,no_fall,bed,nf_raw_b_3,67.332257,-0.359225,2.082098,0.266296,19.889499,-0.012055,0.804767,-0.085348,0.010994,0.293888,0.999961,0
video000068,no_fall,chair,nf_raw_c_1,9.528755,-4.876519,2.867268,-0.197064,4.759282,0.03556,0.942505,-0.086637,0.003977,0.162389,0.999956,0
video000068,no_fall,chair,nf_raw_c_2,2.765252,2.624786,3.705843,-0.27896,1.705769,0.004549,0.799533,-0.013376,0.002817,0.168848,0.999964,0
video000068,no_fall,chair,nf_raw_c_3,2.171866,-0.142225,4.391572,-0.036676,1.931867,0.00049,0.759145,0.013847,0.000707,0.098661,0.999937,0
video000068,no_fall,stand,nf_raw_s_1,5.271238,0.077751,4.223842,0.582501,4.448123,0.002602,0.796624,-0.001456,0.000449,0.068784,0.99996,0
video000068,no_fall,stand,nf_raw_s_2,1.013494,0.423598,3.711852,0.645696,0.848199,-0.003138,0.835023,-0.012397,0.000514,0.060896,0.999955,0
video000068,no_fall,stand,nf_raw_s_3,24.065996,-0.553434,1.832729,0.043639,23.083258,-0.000603,0.976589,0.013372,0.002371,0.166353,0.999932,0
video000069,no_fall,bed,nf_raw_b_1,98.903111,0.61659,0.736141,-0.004605,98.318754,-0.00016,0.708305,0.000585,0.000284,0.051559,0.999959,0
video000069,no_fall,bed,nf_raw_b_2,2.610343,2.538607,1.225352,0.129575,0.8029,-0.000654,0.990964,-0.135364,0.007324,0.226236,0.99995,0
video000069,no_fall,bed,nf_raw_b_3,4.927492,-3.945454,1.291934,0.3877,2.544984,-0.036544,0.95379,-0.000689,0.003672,0.180174,0.999951,0
video000069,no_fall,chair,nf_raw_c_1,8.88649,-7.659283,2.389737,0.248278,4.052096,0.027939,0.932347,-0.155479,0.004804,0.223868,0.999958,0
video000069,no_fall,chair,nf_raw_c_2,3.212373,-0.062949,3.12209,-1.316625,2.140434,0.011699,0.706719,0.016785,0.006327,0.259603,0.999966,0
video000069,no_fall,chair,nf_raw_c_3,4.346496,0.820004,4.643223,0.01792,3.891384,-0.00054,0.736741,-0.031056,0.000411,0.060924,0.999946,0
video000069,no_fall,stand,nf_raw_s_1,2.95989,-0.734416,4.766896,0.42732,2.167621,-0.00299,0.756163,0.045151,0.003399,0.176869,0.999962,0
video000069,no_fall,stand,nf_raw_s_2,12.838339,7.22888,1.521928,-0.146099,8.685933,-0.002225,0.829508,0.003971,4.8e-05,0.020297,0.999958,0
video000069,no_fall,stand,nf_raw_s_3,19.99392,-0.193588,1.819461,0.014005,9.267289,-0.007125,0.778562,-0.045903,0.006068,0.218692,0.999954,0
video000070,no_fall,bed,nf_raw_b_1,5.449778,1.138256,4.324728,0.072902,5.041269,7.2e-05,1.0,0.001152,0.0,0.001871,0.999916,0
video000070,no_fall,bed,nf_raw_b_2,32.607021,29.300974,1.450532,1.012872,7.860708,-0.042283,0.999104,0.788141,0.03737,0.829615,0.999951,0
video000070,no_fall,bed,nf_raw_b_3,4.003196,1.479118,1.539123,0.772813,2.655525,-0.003204,0.940884,-0.018372,0.004401,0.206343,0.999956,0
video000070,no_fall,chair,nf_raw_c_1,55.546342,-52.158119,1.833312,0.84555,7.979671,0.072344,0.91415,-0.105773,0.018992,0.467432,0.999957,0
video000070,no_fall,chair,nf_raw_c_2,1.701912,0.332225,4.115219,-0.2241,1.337138,0.004873,0.748098,0.179179,0.005017,0.217284,0.999962,0
video000070,no_fall,chair,nf_raw_c_3,0.772353,-0.020396,3.999714,-0.069898,0.492007,-7.7e-05,0.749744,0.008769,0.000104,0.029398,0.999933,0
video000070,no_fall,stand,nf_raw_s_1,2.812208,-1.637639,5.308257,0.3486,2.17993,-0.001039,0.776378,0.28709,0.032335,0.542027,0.999961,0
video000070,no_fall,stand,nf_raw_s_2,3.549357,1.892374,3.371202,1.881837,2.133314,-0.001917,0.819679,0.031348,0.004243,0.193432,0.99995,0
video000070,no_fall,stand,nf_raw_s_3,19.809708,-1.256293,1.019604,-0.031252,17.654242,-0.000116,0.998772,0.016302,0.000103,0.028961,0.999883,0
video000071,no_fall,bed,nf_raw_b_1,101.443804,1.224549,0.559518,-0.050378,44.447485,-0.004757,0.888615,-0.048473,0.003061,0.131221,0.999939,0
video000071,no_fall,bed,nf_raw_b_2,9.881172,3.337924,2.115846,2.52302,2.613146,-0.026838,0.707312,-0.029949,0.005211,0.269675,0.999959,0
video000071,no_fall,bed,nf_raw_b_3,5.058427,-3.964729,1.892917,0.900977,2.999165,0.052024,0.965374,-0.171122,0.006071,0.243382,0.999956,0
video000071,no_fall,chair,nf_raw_c_1,4.293272,0.296726,2.344241,0.306116,2.692433,0.019625,0.974448,0.009874,0.000263,0.055297,0.999955,0
video000071,no_fall,chair,nf_raw_c_2,5.003637,1.939666,3.470854,-1.170538,3.653004,0.003834,0.709363,0.032532,0.01905,0.445066,0.999965,0
video000071,no_fall,chair,nf_raw_c_3,10.46193,-1.53602,1.081843,0.001334,8.842356,4.4e-05,0.586171,-0.009892,0.000207,0.041734,0.999968,0
video000071,no_fall,stand,nf_raw_s_1,2.806597,1.837822,4.669833,0.436161,1.647136,-0.002569,0.77153,0.212595,0.025998,0.486986,0.999962,0
video000071,no_fall,stand,nf_raw_s_2,0.83746,-0.729274,4.840464,-0.073368,0.201103,-0.001769,0.744539,-0.017567,0.007049,0.267608,0.999959,0
video000071,no_fall,stand,nf_raw_s_3,22.112328,11.222662,1.005448,-0.422099,15.551076,-0.025987,0.893902,0.19902,0.078393,0.648786,0.999953,0
video000072,no_fall,bed,nf_raw_b_1,19.182001,0.626872,1.353337,0.001805,18.238884,-0.001977,0.745583,0.047767,0.001409,0.097786,0.999964,0
video000072,no_fall,bed,nf_raw_b_2,3.883738,-3.001546,1.304976,0.816578,1.538375,0.01423,0.408303,0.038615,0.000814,0.07719,0.999956,0
video000072,no_fall,bed,nf_raw_b_3,4.451785,-1.974419,1.552094,0.124417,2.478196,0.022273,0.987127,-0.169568,0.006824,0.25609,0.999953,0
video000072,no_fall,chair,nf_raw_c_1,8.893257,-7.97608,1.584398,-0.836755,3.508299,0.027678,0.985946,0.119172,0.005488,0.222836,0.999954,0
video000072,no_fall,chair,nf_raw_c_2,6.715767,5.888121,4.224118,-0.009724,2.711347,-0.000137,0.857201,0.014519,0.003336,0.143454,0.999958,0
video000072,no_fall,chair,nf_raw_c_3,3.051006,-1.345175,0.901024,-0.004971,1.685529,-0.000192,0.624422,0.016972,0.000204,0.039093,0.999967,0
video000072,no_fall,stand,nf_raw_s_1,4.995799,1.338537,4.89643,0.219335,2.451552,-0.002163,0.773962,0.189386,0.013924,0.367994,0.999962,0
video000072,no_fall,stand,nf_raw_s_2,1.181239,0.789705,5.494197,0.011717,0.705309,-1e-06,0.707323,-0.001595,0.000197,0.049799,0.999956,0
video000072,no_fall,stand,nf_raw_s_3,34.365082,0.835172,1.254656,0.019541,32.907663,-0.000781,0.756942,-0.01584,0.000115,0.029932,0.999965,0
video000073,no_fall,bed,nf_raw_b_1,13.82793,-0.786826,1.382165,-0.009721,11.720889,-0.000281,0.770684,0.07834,0.002683,0.128107,0.999964,0
video000073,no_fall,bed,nf_raw_b_2,28.736004,-26.390236,1.376445,0.777642,8.112217,0.01177,0.277254,-0.059918,0.001721,0.126017,0.999961,0
video000073,no_fall,bed,nf_raw_b_3,14.294687,-12.429751,1.304074,1.532048,5.393423,0.121448,0.87873,-0.096028,0.009594,0.251057,0.999959,0
video000073,no_fall,chair,nf_raw_c_1,7.017311,-2.559852,1.818668,1.568056,2.859525,0.026502,0.958568,-0.283792,0.02176,0.475683,0.999955,0
video000073,no_fall,chair,nf_raw_c_2,7.308851,6.774361,3.909876,0.336982,2.758942,-0.000988,0.800644,0.231989,0.011932,0.34122,0.99996,0
video000073,no_fall,chair,nf_raw_c_3,0.484503,0.27229,3.734671,0.03421,0.270824,-4e-05,0.548706,-0.028364,0.001434,0.122494,0.999954,0
video000073,no_fall,stand,nf_raw_s_1,3.183226,1.493853,2.539479,0.013662,2.214742,-0.000603,0.528174,0.018219,0.000161,0.032381,0.999972,0
video000073,no_fall,stand,nf_raw_s_2,12.445933,0.15247,2.382426,-0.008462,9.171167,0.017155,0.817716,-0.38608,0.133581,0.794347,0.999954,0
video000073,no_fall,stand,nf_raw_s_3,6.568983,-0.301738,1.387986,0.013132,6.206214,-0.001418,0.709193,0.020829,0.000706,0.06916,0.999968,0
video000074,no_fall,bed,nf_raw_b_1,14.116322,-0.583479,1.331519,0.020782,13.074235,0.000852,0.77421,-0.007708,4.8e-05,0.022503,0.999962,0
video000074,no_fall,bed,nf_raw_b_2,2.676719,0.440898,1.733099,0.787843,1.839415,-0.004043,0.390278,-0.020355,0.001285,0.092886,0.999963,0
video000074,no_fall,bed,nf_raw_b_3,175.094869,0.953809,1.079642,0.008006,171.655002,-0.000667,0.496148,0.000295,0.001836,0.178796,0.999962,0
video000074,no_fall,chair,nf_raw_c_1,7.886073,-4.546049,2.31483,1.069062,2.956049,0.039809,0.934427,-0.192338,0.010651,0.318327,0.999956,0
video000074,no_fall,chair,nf_raw_c_2,0.699892,0.259469,3.546234,-1.024489,0.523095,-0.002938,0.67084,0.041807,0.000278,0.053529,0.999967,0
