video_id,label,prob_model_bed,prob_model_chair,prob_model_stand,ensemble_probability,tilt_std,ground_proximity_range,tilt_total_variation,ground_proximity_iqr,tilt_abs_delta,depth_variance,depth_iqr,depth_mean_abs_diff,depth_second_half_std,depth_abs_delta,stage5_score,stage5_decision
S_N_416,1,0.8086909651756287,0.9565653800964355,0.8775720596313477,0.8809428016344706,6.766665,0.310699,19.596719,0.158669,18.067383,0.007822,0.161586,0.065173,0.090014,0.200386,0.7632398716216429,1
S_N_417,1,0.7538918256759644,0.8868674635887146,0.7120781540870667,0.7842791477839152,14.951665,0.349167,44.749695,0.223217,37.010109,0.040791,0.365115,0.105087,0.042346,0.29981,0.7564094314490922,1
S_N_418,1,0.7724698781967163,0.9486364126205444,0.7042331695556641,0.808446486790975,1.35383,0.369272,5.771327,0.194581,3.000619,0.016236,0.141972,0.148185,0.070544,0.129025,0.7263072730889388,1
S_N_419,1,0.8151240348815918,0.9184982776641846,0.8434193134307861,0.8590138753255209,23.235161,0.420405,131.4279,0.254466,1.565106,0.049486,0.260507,0.172165,0.257077,0.7019,0.8332269175840032,1
S_N_42,1,0.7883164882659912,0.9029670357704163,0.7291797399520874,0.8068210879961649,0.517803,0.116781,4.187738,0.064521,0.98212,0.00555,0.125677,0.07932,0.084139,0.023424,0.6630558149904953,1
S_N_420,1,0.8497022986412048,0.9397811889648438,0.8421911597251892,0.877224882443746,23.679312,0.412331,80.490413,0.253608,69.434411,0.009777,0.095283,0.105106,0.030668,0.059437,0.8152039105643633,1
S_N_421,1,0.8163560628890991,0.9063432216644287,0.732057511806488,0.8182522654533386,22.444837,0.317903,69.055773,0.193498,65.586587,0.014435,0.169073,0.07953,0.043353,0.185016,0.7615920778315548,1
S_N_422,1,0.7341663837432861,0.9016954302787781,0.44991153478622437,0.6952577829360962,0.771053,0.224732,4.364946,0.118552,0.134294,0.057451,0.355979,0.218158,0.266411,0.02648,0.6609592057618696,1
S_N_423,1,0.7591742873191833,0.9090990424156189,0.7543249726295471,0.8075327674547831,3.75065,0.312701,14.20508,0.122305,11.123108,0.019452,0.177533,0.076609,0.060875,0.279047,0.7074091013755307,1
S_N_424,1,0.72906494140625,0.8778624534606934,0.7976844906806946,0.801537295182546,2.236816,0.467187,18.125207,0.239761,5.951497,0.03287,0.324679,0.054784,0.077349,0.481047,0.7508777224819914,1
S_N_425,1,0.6641420125961304,0.9182667136192322,0.6429052948951721,0.7417713403701782,1.784026,0.35145,15.108632,0.196179,0.46865,0.032811,0.232331,0.111002,0.08646,0.367669,0.7109521736848918,1
S_N_426,1,0.7588955163955688,0.9324318170547485,0.7154005765914917,0.802242636680603,20.765928,0.245566,65.482135,0.121986,58.783005,0.007117,0.121777,0.125114,0.093399,0.129702,0.7387510409684954,1
S_N_427,1,0.7846856117248535,0.9322181344032288,0.8190963864326477,0.8453333775202433,12.480733,0.532086,56.377284,0.294952,48.307394,0.007769,0.119862,0.059609,0.045837,0.182925,0.7853025185109764,1
S_N_428,1,0.8196278810501099,0.9181368947029114,0.8201624155044556,0.8526423970858256,11.673685,0.293573,37.917805,0.170806,36.456681,0.003431,0.082084,0.056633,0.055325,0.075841,0.7437534787810198,1
S_N_429,1,0.8182700276374817,0.9349991083145142,0.8635271191596985,0.8722654183705648,13.073716,0.679062,58.102045,0.146586,16.113367,0.032088,0.083996,0.087358,0.220735,0.66229,0.8071693473761898,1
S_N_43,1,0.776396632194519,0.8977595567703247,0.6462423801422119,0.7734661897023519,8.533991,0.246174,35.393467,0.15297,31.133227,0.016325,0.205976,0.08342,0.093925,0.166797,0.7005820308192072,1
S_N_430,1,0.8091473579406738,0.7026035189628601,0.5495192408561707,0.6870900392532349,20.010242,0.258372,84.210378,0.101825,30.182098,0.003386,0.08213,0.048027,0.042747,0.064206,0.6279516855109535,1
S_N_431,1,0.8139621019363403,0.2724771797657013,0.6325799226760864,0.573006401459376,40.644027,0.130427,170.978201,0.062953,90.593047,0.000247,0.028673,0.022688,0.01555,0.00852,0.6110531855364398,1
S_N_432,1,0.836373507976532,0.8896308541297913,0.8482772707939148,0.8580938776334127,24.109534,0.220164,66.458443,0.088965,66.458443,0.002047,0.043542,0.055801,0.024182,0.015204,0.7408950166074479,1
S_N_433,1,0.8041018843650818,0.7423906326293945,0.7776448130607605,0.7747124433517456,31.814418,0.160027,94.415134,0.072187,94.415134,0.002322,0.055083,0.057026,0.057417,0.042237,0.6938806298989835,1
S_N_434,1,0.7731846570968628,0.8271971344947815,0.7396707534790039,0.7800175150235494,24.85243,0.212265,84.337776,0.090218,73.813144,0.009367,0.184836,0.054661,0.059341,0.155343,0.7039341046433072,1
S_N_435,1,0.7525796294212341,0.8784900307655334,0.7992959022521973,0.8101218541463217,18.415322,0.166623,54.65886,0.046725,48.853094,0.012485,0.142144,0.125117,0.077048,0.248133,0.7095390130031112,1
S_N_436,1,0.7819163203239441,0.9243035912513733,0.8779767751693726,0.8613988955815634,59.525345,0.777244,261.201833,0.105627,178.559399,0.021848,0.053948,0.133987,0.149236,0.352141,0.8843398803598114,1
S_N_437,1,0.7877277135848999,0.957630455493927,0.8835165500640869,0.8762915730476379,21.610665,0.539001,100.15884,0.202392,83.875068,0.016523,0.193393,0.104373,0.132559,0.31769,0.842033947712615,1
S_N_438,1,0.7292405962944031,0.8747624754905701,0.5440540909767151,0.7160190542538961,2.743603,0.379723,29.426012,0.173916,7.444834,0.005859,0.104513,0.035583,0.092332,0.087739,0.6536163850840258,1
S_N_439,1,0.623029351234436,0.8299667835235596,0.5819097757339478,0.6783019701639811,9.829325,0.171699,60.116064,0.04704,1.088056,0.017946,0.089191,0.13546,0.18814,0.279399,0.6133753200023346,1
S_N_44,1,0.7950684428215027,0.9511475563049316,0.7563135027885437,0.834176500638326,2.498029,0.250003,9.949043,0.142316,5.529577,0.001863,0.044625,0.061711,0.053283,0.024246,0.7082368684126085,1
S_N_440,1,0.6579518914222717,0.7288432121276855,0.576205849647522,0.6543336510658264,35.652291,0.144604,197.606827,0.06718,94.897933,0.008715,0.070293,0.112085,0.091531,0.016817,0.6378668997779448,1
S_N_441,1,0.7393029928207397,0.8036576509475708,0.8000879287719727,0.7810161908467611,40.361081,0.204747,220.210123,0.069692,114.971155,0.009177,0.098957,0.11953,0.11941,0.130693,0.7445640050340886,1
S_N_442,1,0.6522144675254822,0.8366459608078003,0.5347530245780945,0.6745378176371256,0.757073,0.157736,3.329297,0.084787,1.688311,0.000124,0.015301,0.01746,0.012733,0.00108,0.5710555838523234,1
S_N_443,1,0.7849004864692688,0.8566207885742188,0.8620826601982117,0.8345346450805664,30.524008,0.13876,174.425855,0.070453,4.045525,0.009213,0.115464,0.087611,0.107502,0.133865,0.7256267321534833,1
S_N_444,1,0.7993311285972595,0.8776459693908691,0.8776029348373413,0.85152667760849,49.232607,0.192385,298.474953,0.064054,0.683145,0.011142,0.130129,0.11861,0.129589,0.101446,0.7862225879213345,1
S_N_445_resized,1,0.7924103140830994,0.9357258081436157,0.8625902533531189,0.8635754585266113,25.524499,0.324841,183.872532,0.26049,60.987988,0.042283,0.374152,0.178192,0.240925,0.43302,0.8640183739135504,1
S_N_446_resized,1,0.4242820739746094,0.5674175024032593,0.3688867688179016,0.4535287817319234,4.741848,0.294552,23.821103,0.003168,14.282227,0.006498,0.107953,0.064835,0.041914,0.139566,0.4165908279914058,0
S_N_448_resized,1,0.6975634694099426,0.8760351538658142,0.8048900961875916,0.7928295731544495,8.668116,0.239533,23.195461,0.101465,22.976887,0.010278,0.126075,0.060903,0.018291,0.252214,0.6839162537572291,1
S_N_449_resized,1,0.5879331827163696,0.6455144286155701,0.5805203914642334,0.6046560009320577,1.429675,0.139061,11.035461,0.001076,2.132899,0.011607,0.032373,0.090391,0.015263,0.014934,0.48751623305971403,1
S_N_45,1,0.7384629249572754,0.6728295087814331,0.6864499449729919,0.6992474595705668,0.471575,0.113657,3.278136,0.076877,0.600038,0.008217,0.138473,0.042996,0.018231,0.258116,0.5713471459809346,1
S_N_450_resized,1,0.6720775365829468,0.6227673292160034,0.31192755699157715,0.5355908075968424,10.062377,0.103588,29.946822,0.052387,29.946822,0.000151,0.018657,0.011898,0.007102,0.035508,0.47316999474548316,1
S_N_451_resized,1,0.4516509175300598,0.45404449105262756,0.15152506530284882,0.3524068246285121,6.199942,0.084139,16.245377,0.049076,15.981873,0.000222,0.020043,0.015646,0.01016,0.001326,0.3155156031936255,0
S_N_452_resized,1,0.7673287391662598,0.6938707828521729,0.48540130257606506,0.6488669415314993,8.999797,0.100839,26.397585,0.051235,26.397585,0.000375,0.01538,0.0242,0.01105,0.036293,0.5520545724889743,1
S_N_453_resized,1,0.5313432812690735,0.7819522023200989,0.1909685730934143,0.5014213522275289,4.747795,0.120384,17.585119,0.067731,13.219431,0.000413,0.038668,0.022881,0.017161,0.004149,0.4731358080937618,1
S_N_454_resized,1,0.7061902284622192,0.8616058230400085,0.5854455232620239,0.7177471915880839,3.080117,0.120787,16.779054,0.063861,2.872186,0.001019,0.035793,0.028747,0.023198,0.028831,0.6002809335289394,1
S_N_455_resized,1,0.6856184005737305,0.5511292219161987,0.47836726903915405,0.5717049638430277,23.504684,0.114924,61.017683,0.05308,57.847611,0.003913,0.099274,0.038834,0.044768,0.125028,0.5313530984149696,1
S_N_456_resized,1,0.4306197166442871,0.3503805100917816,0.34045132994651794,0.37381718556086224,9.992123,0.091026,27.95722,0.048788,27.95722,0.001193,0.05794,0.04037,0.018125,0.079698,0.3366108083440067,0
S_N_457_resized,1,0.7287070155143738,0.7919422388076782,0.5010747313499451,0.673907995223999,13.254974,0.12349,33.495261,0.070848,33.495261,0.001606,0.051281,0.029838,0.051575,0.07539,0.5878790561816871,1
S_N_458_resized,1,0.7544865012168884,0.767140805721283,0.5297448635101318,0.6837907234827677,14.724492,0.198467,49.061982,0.113906,39.140598,0.001225,0.053638,0.027928,0.013913,0.092603,0.6038520418635931,1
S_N_459_resized,1,0.6557468175888062,0.8854541182518005,0.5848767161369324,0.7086925506591797,0.756871,0.142142,6.914884,0.075233,0.474792,0.004122,0.095749,0.053954,0.069236,0.050038,0.6082768085538894,1
S_N_46,1,0.6184440851211548,0.40163153409957886,0.2614573538303375,0.42717765768369037,5.891116,0.091143,18.340669,0.040833,18.340669,0.001119,0.038036,0.048651,0.024136,0.044567,0.3969149920697094,0
S_N_460_resized,1,0.8333446979522705,0.9726314544677734,0.8236204385757446,0.8765321969985962,5.242305,0.253307,39.513872,0.133811,4.238862,0.001553,0.060403,0.045361,0.039882,0.068662,0.739965997920112,1
S_N_461_resized,1,0.6462656259536743,0.37710654735565186,0.47755947709083557,0.5003105501333872,15.499421,0.105053,43.884838,0.049859,43.884838,0.002512,0.078601,0.038871,0.033217,0.144995,0.4686805913655181,1
S_N_462_resized,1,0.7877601981163025,0.9690399765968323,0.717757523059845,0.8248525659243265,2.165977,0.206172,12.528304,0.111712,2.463638,0.001063,0.026459,0.02288,0.036863,0.115704,0.6957498620077472,1
S_N_463_resized,1,0.7404792904853821,0.6234546303749084,0.42455345392227173,0.5961624582608541,14.185283,0.129205,38.344872,0.055139,38.344872,0.000585,0.022138,0.02543,0.01776,0.046914,0.532343935487614,1
S_N_464_resized,1,0.7545375227928162,0.8300337195396423,0.7635820508003235,0.782717764377594,26.354758,0.1468,71.606495,0.075506,71.606495,0.003956,0.088783,0.031527,0.031846,0.189159,0.6893991351562765,1
S_N_465_resized,1,0.7474790215492249,0.8893028497695923,0.7457571625709534,0.7941796779632568,5.437363,0.166478,56.394784,0.097571,7.339982,0.016879,0.243218,0.077619,0.151877,0.228952,0.692653580967604,1
S_N_466_resized,1,0.5597725510597229,0.7968263030052185,0.31331300735473633,0.5566372871398926,0.999718,0.071662,7.12126,0.043806,1.180608,0.000793,0.043871,0.034488,0.008038,0.063098,0.4909247808521287,1
S_N_467_resized,1,0.6856775879859924,0.7934825420379639,0.5481100678443909,0.6757567326227824,11.522073,0.069038,65.661581,0.001038,5.325711,0.00652,0.012953,0.089423,0.098797,0.016177,0.5723792041064115,1
S_N_468_resized,1,0.40495821833610535,0.8016648888587952,0.11450336128473282,0.4403754894932111,2.137807,0.087171,8.658222,0.037996,6.441322,0.000628,0.044512,0.024033,0.012077,0.062675,0.4488273618100722,1
S_N_469_resized,1,0.7422266006469727,0.9180304408073425,0.4476790428161621,0.7026453614234924,7.208671,0.083661,21.252599,0.028649,15.746569,0.000882,0.022736,0.048477,0.03187,0.008933,0.6058600766414527,1
S_N_47,1,0.7568891048431396,0.9218683838844299,0.8381880521774292,0.8389818469683329,11.699756,0.148398,91.932559,0.050471,32.535707,0.016401,0.099999,0.110063,0.148463,0.359001,0.7336198227852917,1
S_N_470_resized,1,0.7160531282424927,0.8421765565872192,0.6280636787414551,0.7287644545237223,9.272792,0.190597,124.070876,0.056298,5.10055,0.006931,0.164402,0.043559,0.050539,0.116948,0.6389406654779292,1
S_N_471_resized,1,0.4664309322834015,0.5914404988288879,0.36594223976135254,0.4746045569578807,3.170112,0.116417,15.845219,0.001943,9.460849,0.002852,0.046202,0.04702,0.014436,0.161612,0.40884323964392083,0
S_N_472_resized,1,0.6517258882522583,0.7057381272315979,0.5935760736465454,0.6503466963768005,9.545258,0.02964,26.319061,0.015917,23.746081,0.002779,0.088131,0.054289,0.030906,0.045043,0.5338680520510772,1
S_N_473_resized,1,0.5360084176063538,0.4367436170578003,0.33084648847579956,0.4345328410466512,0.602371,0.002821,4.205016,0.000984,1.618994,0.000459,0.004469,0.02644,0.024873,0.014732,0.3531687391843905,0
S_N_474_resized,1,0.5750821232795715,0.5648890137672424,0.4245917499065399,0.5215209623177847,6.858376,0.035178,44.258398,0.023512,10.890676,0.002931,0.069742,0.037587,0.024457,0.157319,0.43501257773121194,0
S_N_475_resized,1,0.6054818630218506,0.7110074162483215,0.5238956212997437,0.6134616335233053,2.567259,0.121815,25.207232,0.013738,6.39222,0.014741,0.183804,0.092912,0.009414,0.290234,0.5248879310957598,1
S_N_476_resized,1,0.614055335521698,0.7416138052940369,0.7643812298774719,0.7066834568977356,52.787615,0.483602,151.534295,0.133639,149.920303,0.046916,0.254715,0.180249,0.253473,0.219986,0.779041549923026,1
S_N_477_resized,1,0.7229680418968201,0.5876950025558472,0.46670499444007874,0.5924560129642487,18.558833,0.230986,58.480724,0.174489,51.602998,0.001874,0.079673,0.018606,0.017288,0.085632,0.5675192063492446,1
S_N_478_resized,1,0.36961156129837036,0.320504754781723,0.3344877064228058,0.34153467416763306,0.258469,0.003054,1.964984,0.001053,0.476546,0.000318,0.030009,0.017034,0.015037,0.013762,0.26546267582617133,0
S_N_479_resized,1,0.5356011390686035,0.4277494549751282,0.5236368775367737,0.49566249052683514,1.501442,0.013052,4.241451,0.007575,2.997401,0.004392,0.082472,0.05306,0.059726,0.104799,0.3980357730195388,0
S_N_48,1,0.7732481956481934,0.8786867260932922,0.6246961951255798,0.7588770389556885,0.517836,0.155276,3.868218,0.081672,0.708118,0.00785,0.054538,0.087719,0.094505,0.055708,0.6379827266236303,1
S_N_480_resized,1,0.5953695178031921,0.8548281192779541,0.6306317448616028,0.6936097939809164,1.654283,0.102952,4.706928,0.049812,4.706928,0.003897,0.102857,0.046418,0.04679,0.100863,0.5877782078064204,1
S_N_481_resized,1,0.647097647190094,0.8658720254898071,0.6735253930091858,0.7288316885630289,1.371262,0.104321,7.584851,0.049285,2.509163,0.003693,0.098505,0.049936,0.063437,0.153745,0.6104761005070333,1
S_N_482_resized,1,0.8321327567100525,0.9384362101554871,0.8465034365653992,0.8723574678103129,13.579198,0.208251,43.450843,0.097552,43.450843,0.003651,0.058918,0.053318,0.060694,0.02535,0.7432121458129963,1
S_N_483_resized,1,0.8042384386062622,0.9180877208709717,0.7914095520973206,0.8379119038581848,8.827396,0.184207,32.193864,0.087183,30.703958,0.00569,0.133871,0.044135,0.041057,0.095937,0.7102673281671841,1
S_N_484_resized,1,0.8180617690086365,0.9207080602645874,0.8248523473739624,0.8545407255490621,15.873218,0.218161,52.607843,0.097188,52.596243,0.00747,0.113058,0.054469,0.067376,0.062248,0.7414423640180919,1
S_N_485_resized,1,0.8319838047027588,0.9284011721611023,0.8812731504440308,0.8805527091026306,20.540945,0.226697,58.794315,0.122993,58.794315,0.004026,0.081889,0.060253,0.043266,0.056845,0.7650263267502894,1
S_N_486_resized,1,0.8176834583282471,0.9471034407615662,0.8521064519882202,0.8722977836926779,14.973332,0.202153,48.536517,0.105683,48.459947,0.003798,0.104612,0.062865,0.048027,0.074269,0.7523648880623915,1
S_N_487_resized,1,0.7427049875259399,0.9321410655975342,0.8065098524093628,0.8271186351776123,55.352273,0.533758,303.997985,0.058204,33.176323,0.000264,0.021661,0.021586,0.008251,0.014592,0.8022074698768215,1
S_N_488_resized,1,0.8197813034057617,0.8899654746055603,0.839853823184967,0.8498668670654297,18.381915,0.210879,58.628809,0.101513,52.657551,0.001719,0.062053,0.028686,0.022906,0.064581,0.727231142998488,1
S_N_489_resized,1,0.8366546034812927,0.9461336135864258,0.7723861336708069,0.8517247835795084,15.771994,0.168449,44.776441,0.104554,44.776441,0.000452,0.032211,0.035588,0.015091,0.018145,0.728418427347085,1
S_N_49,1,0.6723188161849976,0.6709330081939697,0.6099934577941895,0.6510817607243856,1.776403,0.131305,9.365605,0.072397,4.816975,0.002377,0.061322,0.035204,0.05594,0.098811,0.5288570156309212,1
S_N_490_resized,1,0.5210788249969482,0.8744658827781677,0.2974650263786316,0.5643365780512491,1.656962,0.119981,7.104886,0.060739,2.579078,0.000892,0.027805,0.033944,0.017698,0.02354,0.5340057166806109,1
S_N_491_resized,1,0.7309960722923279,0.9174354672431946,0.41635388135910034,0.6882618069648743,2.093868,0.119631,11.43103,0.056268,5.921596,0.000246,0.025816,0.02143,0.014122,0.019514,0.5938196768243575,1
S_N_492_resized,1,0.6319441199302673,0.8512790203094482,0.44095852971076965,0.6413938899834951,5.703335,0.104242,25.933867,0.053768,11.944885,0.002771,0.077135,0.047137,0.024297,0.111509,0.5669090733640475,1
S_N_493_resized,1,0.7971668243408203,0.9555756449699402,0.6923343539237976,0.8150256077448527,6.536921,0.126178,24.855483,0.061854,18.587879,0.002005,0.075075,0.048202,0.039569,0.122462,0.6884293942805962,1
S_N_494_resized,1,0.6594361662864685,0.8893100023269653,0.3502705991268158,0.6330055892467499,2.182232,0.096888,15.335846,0.048469,1.116954,0.000448,0.024793,0.029814,0.023939,0.050529,0.5562261202345743,1
S_N_495_resized,1,0.8044760227203369,0.8996297121047974,0.8869205117225647,0.8636754155158997,53.637923,0.658673,359.274914,0.209107,95.579416,0.013944,0.099152,0.106471,0.104027,0.377766,0.8870567898950491,1
S_N_496_resized,1,0.7972713112831116,0.8778603672981262,0.69139164686203,0.7888411084810892,52.599558,0.637719,438.866184,0.245881,93.474462,0.015979,0.205742,0.109396,0.141403,0.258746,0.8511888344912629,1
S_N_497_resized,1,0.8020716309547424,0.9159902930259705,0.8817155957221985,0.8665925065676371,63.516531,0.649526,331.006824,0.272696,28.802082,0.048309,0.194132,0.17956,0.260493,0.123842,0.9013881074945205,1
S_N_498_resized,1,0.7925940155982971,0.8315275311470032,0.6591605544090271,0.7610940337181091,18.205801,0.47464,124.45572,0.244566,47.57066,0.023901,0.237009,0.125388,0.196287,0.261418,0.751682090393541,1
S_N_499_resized,1,0.7865532040596008,0.9078080058097839,0.8508731722831726,0.8484114607175192,68.826769,0.68309,340.892383,0.315522,15.233953,0.041905,0.252808,0.178279,0.245774,0.19535,0.8888924830177533,1
S_N_50,1,0.7619226574897766,0.9096679091453552,0.6953420639038086,0.7889775435129801,2.43456,0.222586,10.275301,0.122367,4.613285,0.002907,0.069765,0.046604,0.05749,0.159005,0.6731523162588746,1
S_N_500_resized,1,0.7365235090255737,0.8929015398025513,0.6195862293243408,0.7496704260508219,8.064039,0.158035,24.686896,0.058596,24.686896,0.002573,0.045503,0.068771,0.039964,0.019532,0.6434215442541119,1
S_N_501_resized,1,0.799553632736206,0.9479637742042542,0.890496015548706,0.8793378074963888,13.207389,0.27992,41.140426,0.16805,41.140426,0.003221,0.050211,0.073378,0.075065,0.043288,0.7665927446344429,1
S_N_502_resized,1,0.7335895299911499,0.9125640392303467,0.8522189855575562,0.8327908515930176,13.705022,0.221701,38.407236,0.121308,38.407236,0.00959,0.087673,0.070285,0.126004,0.232479,0.7315106843017173,1
S_N_503_resized,1,0.8005427122116089,0.9388403296470642,0.8672129511833191,0.8688653310139974,13.780557,0.287349,52.609716,0.165705,39.874714,0.003781,0.085117,0.05655,0.069962,0.079584,0.761847409346011,1
S_N_504_resized,1,0.7187990546226501,0.86850506067276,0.7777829766273499,0.7883623639742533,4.482769,0.237259,18.053121,0.13413,15.196823,0.002327,0.039586,0.032896,0.049307,0.156425,0.6704515681129372,1
S_N_505_resized,1,0.8195415139198303,0.9283995628356934,0.8593251705169678,0.8690887490908304,11.993194,0.129559,32.496038,0.061527,32.496038,0.003163,0.096295,0.083621,0.047025,0.035119,0.723092000697811,1
S_N_506_resized,1,0.815382182598114,0.9224973917007446,0.8921603560447693,0.8766799767812093,14.134902,0.182925,42.60513,0.100894,42.60513,0.004601,0.080434,0.084697,0.013739,0.039882,0.7410753997152776,1
S_N_507_resized,1,0.7848532199859619,0.92936772108078,0.8761270642280579,0.8634493350982666,15.732417,0.173656,44.115658,0.095303,44.115658,0.010515,0.146028,0.12137,0.084703,0.295013,0.7527983343559711,1
S_N_508_resized,1,0.8182228207588196,0.9278584718704224,0.8865754008293152,0.8775522311528524,13.52332,0.218495,40.425327,0.107617,40.425327,0.011658,0.163633,0.113918,0.09096,0.007601,0.7558108803544166,1
S_N_509_resized,1,0.7795962691307068,0.888380765914917,0.833187460899353,0.8337214986483256,13.933404,0.201124,36.783911,0.129579,36.783911,0.006329,0.138477,0.054186,0.026329,0.21653,0.7191572203186379,1
S_N_51,1,0.7496356964111328,0.884522020816803,0.5968218445777893,0.7436598539352417,0.414414,0.158859,3.198176,0.088562,0.12925,0.010186,0.096303,0.109027,0.066968,0.318288,0.6405120039168058,1
S_N_510_resized,1,0.7780387997627258,0.9417915344238281,0.8865973353385925,0.8688092231750488,10.236259,0.220309,34.391348,0.148053,28.042304,0.002404,0.062371,0.044566,0.053822,0.003848,0.7397778185632566,1
S_N_511_resized,1,0.7783509492874146,0.9007161259651184,0.8718435764312744,0.8503035505612692,27.464526,0.258419,101.571169,0.125235,88.135565,0.008768,0.168085,0.030592,0.0465,0.219885,0.7748016118582209,1
S_N_512_resized,1,0.7968722581863403,0.9361234903335571,0.9080017805099487,0.8803325096766154,15.88994,0.260545,70.799496,0.140693,44.355812,0.007027,0.104679,0.06182,0.047972,0.141539,0.769259640978015,1
S_N_513_resized,1,0.7704042196273804,0.898604691028595,0.7942070364952087,0.821071982383728,20.036062,0.135095,62.4063,0.063812,59.095164,0.001045,0.020071,0.036479,0.030407,0.064839,0.7054537587309012,1
S_N_514_resized,1,0.7556436061859131,0.9042885303497314,0.86258864402771,0.8408402601877848,13.846327,0.227057,121.540827,0.127989,44.520001,0.008517,0.154308,0.039423,0.026474,0.247718,0.7449302199131975,1
S_N_515_resized,1,0.8160590529441833,0.9167875647544861,0.8954913020133972,0.8761126399040222,9.429912,0.142632,30.256712,0.079159,30.256712,0.001671,0.047845,0.045565,0.044199,0.125658,0.7221574688138581,1
S_N_516_resized,1,0.8375469446182251,0.9452725648880005,0.9073600172996521,0.8967265089352926,12.560403,0.186359,37.869365,0.103408,37.869365,0.001582,0.039697,0.044896,0.034722,0.087247,0.751150477966357,1
S_N_517_resized,1,0.8286921381950378,0.9263761043548584,0.9172347784042358,0.8907676736513773,9.765127,0.137876,33.360523,0.076775,28.751475,0.002295,0.069774,0.062681,0.025317,0.088826,0.7315494561563726,1
S_N_518_resized,1,0.8374115824699402,0.9400454163551331,0.89747554063797,0.8916441798210144,12.70476,0.178379,34.604793,0.090491,34.604793,0.000487,0.006467,0.027778,0.03038,0.01422,0.738412836859611,1
S_N_519_resized,1,0.8080959320068359,0.9227545261383057,0.8925254344940186,0.8744586308797201,12.13614,0.191107,37.700318,0.11315,37.700318,0.003088,0.022903,0.044665,0.061357,0.189401,0.7396852344688909,1
S_N_52,1,0.7440764904022217,0.8871173858642578,0.44544923305511475,0.6922143697738647,1.129577,0.130459,3.355743,0.068994,3.355743,0.003643,0.123337,0.049229,0.058894,0.014738,0.5979951945166675,1
S_N_520,1,0.7674370408058167,0.951408863067627,0.66647869348526,0.7951081991195679,6.073101,0.146815,22.664736,0.087302,10.72426,0.0008,0.046773,0.039155,0.026833,0.021497,0.6739816489953148,1
S_N_521_resized,1,0.5635033249855042,0.8725037574768066,0.5704314112663269,0.6688128312428793,2.009249,0.102923,12.593683,0.057488,1.982359,0.001302,0.041299,0.029464,0.025533,0.076555,0.5744491035114373,1
S_N_522_resized,1,0.6674215197563171,0.9146179556846619,0.6802083253860474,0.7540826002756754,11.582191,0.147591,46.786227,0.072403,38.084215,0.001391,0.029789,0.033226,0.048206,0.114893,0.6623419557358289,1
S_N_523_resized,1,0.8043851256370544,0.9417986273765564,0.7311260104179382,0.8257699211438497,18.297843,0.187659,60.193586,0.095248,53.962838,0.000534,0.028688,0.02157,0.008285,0.027907,0.7202730500781378,1
S_N_524_resized,1,0.8057390451431274,0.9114230275154114,0.8389840722084045,0.8520487149556478,32.031691,0.245184,106.171873,0.141642,81.739295,0.001431,0.042866,0.037339,0.047221,0.130656,0.7731743318752127,1
S_N_525_resized,1,0.7978475093841553,0.9231057167053223,0.8409822583198547,0.8539784948031107,17.882862,0.189016,63.498465,0.09501,52.207205,0.00161,0.03466,0.031657,0.051983,0.070819,0.7353087728261414,1
S_N_526_resized,1,0.5033984184265137,0.8862919807434082,0.3410892188549042,0.5769265393416086,1.789018,0.078125,6.928514,0.044828,3.4353,0.000714,0.04123,0.045302,0.029586,0.020931,0.5396601680172352,1
S_N_527_resized,1,0.6676523685455322,0.9308499097824097,0.3554941415786743,0.6513321399688721,2.711375,0.112834,7.585622,0.060898,7.585622,0.00051,0.013002,0.029709,0.026596,0.014434,0.5788910560414882,1
S_N_528_resized,1,0.6022922992706299,0.7615662217140198,0.41253235936164856,0.5921302934487661,1.182754,0.089063,8.631539,0.051126,2.305501,0.000909,0.047989,0.023913,0.014824,0.065814,0.5048935256858144,1
S_N_529_resized,1,0.6903537511825562,0.9243980050086975,0.6137312054634094,0.7428276538848877,2.014696,0.134083,8.162558,0.066525,6.216334,0.002038,0.069762,0.039599,0.035097,0.031333,0.6312185269250374,1
S_N_53,1,0.7829012274742126,0.8985298275947571,0.7385373711585999,0.8066561420758566,12.129102,0.273663,35.529119,0.150366,34.394021,0.005053,0.109154,0.061291,0.059722,0.201671,0.7146070532534439,1
S_N_530_resized,1,0.8092936873435974,0.9366194009780884,0.6637612581253052,0.803224782148997,8.152253,0.097844,25.011798,0.050117,25.011798,0.001679,0.046822,0.038259,0.024461,0.065101,0.6733602034851337,1
S_N_531_resized,1,0.8065745830535889,0.9516297578811646,0.796802282333374,0.8516688744227091,9.328945,0.114594,27.404206,0.064929,22.52605,0.004693,0.093291,0.044296,0.060091,0.152624,0.7133048782954604,1
S_N_532_resized,1,0.733504593372345,0.8839598894119263,0.584216833114624,0.7338937719662985,11.289584,0.082422,31.120135,0.046418,31.120135,0.002844,0.069199,0.049693,0.045629,0.124682,0.6333896812531659,1
S_N_533_resized,1,0.7614428997039795,0.8884008526802063,0.7594206929206848,0.8030881484349569,8.588724,0.106802,27.427067,0.060919,27.427067,0.004816,0.046528,0.034555,0.075022,0.211705,0.6735124072775932,1
S_N_534_resized,1,0.767974317073822,0.9187303185462952,0.7802363634109497,0.822313666343689,11.497847,0.131431,33.670453,0.069574,33.670453,0.00648,0.076055,0.052496,0.075177,0.25821,0.7030405063278831,1
